Choice_ID,Complexity,Duration,Improvement_Plan,Question_ID,Risk
rel_testing_resiliency_playbook_resiliency,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_testing_resiliency_playbook_resiliency.html,testing-resiliency,High
sec_appsec_build_program_that_embeds_security_ownership_in_teams,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_appsec_build_program_that_embeds_security_ownership_in_teams.html,application-security,Low
sec_securely_operate_threat_model,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_threat_model.html,securely-operate,Medium
sec_detect_investigate_events_actionable_events,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_detect_investigate_events_actionable_events.html,detect-investigate-events,Medium
rel_planning_for_recovery_dr_tested,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_for_recovery_dr_tested.html,planning-for-recovery,High
ops_priorities_eval_threat_landscape,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_priorities_eval_threat_landscape.html,priorities,Medium
sus_sus_software_a5,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_software_a5.html,sus_software,Medium
perf_select_network_location,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_network_location.html,select-network,Medium
perf_tradeoffs_performance_implement_strategy,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_tradeoffs_performance_implement_strategy.html,tradeoffs-performance,Low
ops_event_response_define_escalation_paths,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_event_response_define_escalation_paths.html,event-response,Medium
rel_service_architecture_monolith_soa_microservice,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_service_architecture_monolith_soa_microservice.html,service-architecture,High
rel_withstand_component_failures_monitoring_health,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_withstand_component_failures_monitoring_health.html,withstand-component-failures,High
ops_operations_health_ops_metric_baselines,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_ops_metric_baselines.html,operations-health,Medium
sus_sus_hardware_a2,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_hardware_a2.html,sus_hardware,Medium
rel_backing_up_data_periodic_recovery_testing_data,High,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_backing_up_data_periodic_recovery_testing_data.html,backing-up-data,Medium
rel_fault_isolation_single_az_system,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_fault_isolation_single_az_system.html,fault-isolation,Medium
ops_dev_integ_build_mgmt_sys,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_build_mgmt_sys.html,dev-integ,Medium
sec_identities_identity_provider,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_identities_identity_provider.html,identities,High
ops_priorities_int_cust_needs,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_priorities_int_cust_needs.html,priorities,High
sec_network_protection_layered,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_network_protection_layered.html,network-protection,High
perf_process_culture_use_monitoring_solutions,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_process_culture_use_monitoring_solutions.html,process-culture,High
rel_monitor_aws_resources_monitor_resources,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_monitor_aws_resources_monitor_resources.html,monitor-aws-resources,High
perf_select_network_understand_impact,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_network_understand_impact.html,select-network,High
perf_select_compute_config_options,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_compute_config_options.html,select-compute,Medium
perf_select_network_encryption_offload,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_network_encryption_offload.html,select-network,Low
ops_telemetry_customer_telemetry,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_telemetry_customer_telemetry.html,telemetry,High
sec_securely_operate_automate_security_controls,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_automate_security_controls.html,securely-operate,Medium
perf_performing_architecture_benchmark,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_performing_architecture_benchmark.html,performing-architecture,Low
ops_ops_model_def_activity_owners,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ops_model_def_activity_owners.html,ops-model,High
perf_architecture_guidance_architecture_patterns_best_practices,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_architecture_guidance_architecture_patterns_best_practices.html,performing-architecture,Medium
rel_mitigate_interaction_failure_limit_retries,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_mitigate_interaction_failure_limit_retries.html,mitigate-interaction-failure,High
cost_decomissioning_resources_track,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_decomissioning_resources_track.html,decomissioning-resources,High
sec_network_protection_create_layers,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_network_protection_create_layers.html,network-protection,High
ops_observability_identify_kpis,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_observability_identify_kpis.html,observability,High
rel_tracking_change_management_resiliency_testing,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_tracking_change_management_resiliency_testing.html,tracking-change-management,Medium
rel_withstand_component_failures_avoid_control_plane,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_withstand_component_failures_avoid_control_plane.html,withstand-component-failures,Medium
cost_pricing_model_region_cost,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_pricing_model_region_cost.html,pricing-model,Low
ops_dev_integ_auto_integ_deploy,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_auto_integ_deploy.html,dev-integ,Low
perf_continue_having_appropriate_resource_type_define_process,Low,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_continue_having_appropriate_resource_type_define_process.html,continue-having-appropriate-resource-type,Medium
rel_testing_resiliency_failure_injection_resiliency,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_testing_resiliency_failure_injection_resiliency.html,testing-resiliency,Medium
rel_backing_up_data_secured_backups_data,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_backing_up_data_secured_backups_data.html,backing-up-data,High
sec_incident_response_auto_contain,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_auto_contain.html,incident-response,Medium
sus_sus_data_a9,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_data_a9.html,sus_data,Medium
ops_operations_health_ops_anomaly_alerts,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_ops_anomaly_alerts.html,operations-health,Medium
rel_planning_network_topology_ha_conn_private_networks,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_network_topology_ha_conn_private_networks.html,planning-network-topology,High
rel_planning_for_recovery_config_drift,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_for_recovery_config_drift.html,planning-for-recovery,Medium
ops_ready_to_support_personnel_capability,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ready_to_support_personnel_capability.html,ready-to-support,High
ops_operations_health_biz_level_view_ops,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_biz_level_view_ops.html,operations-health,Medium
sec_data_classification_define_protection,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_data_classification_define_protection.html,data-classification,High
cost_govern_usage_track_lifecycle,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_govern_usage_track_lifecycle.html,govern-usage,Medium
ops_org_culture_team_emp_take_action,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_org_culture_team_emp_take_action.html,org-culture,High
perf_compute_hardware_select_best_compute_options,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_compute_hardware_select_best_compute_options.html,compute-hardware,High
cost_govern_usage_groups_roles,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_govern_usage_groups_roles.html,govern-usage,Medium
ops_dev_integ_freq_sm_rev_chg,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_freq_sm_rev_chg.html,dev-integ,Low
sec_incident_response_prepare_forensic,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_prepare_forensic.html,incident-response,Medium
sec_protect_compute_validate_software_integrity,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_compute_validate_software_integrity.html,protect-compute,Medium
sec_protect_compute_auto_protection,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_compute_auto_protection.html,protect-compute,Low
sec_appsec_train_for_application_security,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_appsec_train_for_application_security.html,application-security,Medium
ops_workload_health_collect_analyze_workload_metrics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_workload_health_collect_analyze_workload_metrics.html,workload-health,High
rel_monitor_aws_resources_storage_analytics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_monitor_aws_resources_storage_analytics.html,monitor-aws-resources,Medium
rel_monitor_aws_resources_review_monitoring,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_monitor_aws_resources_review_monitoring.html,monitor-aws-resources,Medium
rel_prevent_interaction_failure_identify,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_prevent_interaction_failure_identify.html,prevent-interaction-failure,High
sec_permissions_define,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_permissions_define.html,permissions,High
sec_detect_investigate_events_security_alerts,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_detect_investigate_events_security_alerts.html,detect-investigate-events,Low
perf_process_culture_automation_remediate_issues,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_process_culture_automation_remediate_issues.html,process-culture,Low
sec_protect_data_rest_automate_protection,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_data_rest_automate_protection.html,protect-data-rest,Low
rel_adapt_to_changes_proactive_adapt_auto,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_adapt_to_changes_proactive_adapt_auto.html,adapt-to-changes,Medium
ops_priorities_eval_tradeoffs,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_priorities_eval_tradeoffs.html,priorities,Medium
sus_sus_hardware_a4,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_hardware_a4.html,sus_hardware,Medium
perf_architecture_evaluate_trade_offs,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_architecture_evaluate_trade_offs.html,performing-architecture,High
perf_process_culture_use_monitoring_solutionse,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_process_culture_use_monitoring_solutionse.html,process-culture,High
perf_right_database_solution_evaluate_options,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_right_database_solution_evaluate_options.html,right-database-solution,Low
sus_sus_software_a2,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_software_a2.html,sus_software,Medium
sus_sus_region_a2,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_region_a2.html,sus_region,Low
ops_telemetry_dependency_telemetry,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_telemetry_dependency_telemetry.html,telemetry,High
perf_architecture_use_data_driven_approach,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_architecture_use_data_driven_approach.html,performing-architecture,Medium
sec_incident_response_playbooks,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_playbooks.html,incident-response,Medium
sec_incident_response_pre_provision_access,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_pre_provision_access.html,incident-response,Medium
rel_planning_network_topology_non_overlap_ip,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_network_topology_non_overlap_ip.html,planning-network-topology,Medium
sus_sus_data_a6,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_data_a6.html,sus_data,Medium
sec_protect_compute_actions_distance,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_compute_actions_distance.html,protect-compute,Medium
perf_architecture_factor_cost_into_architectural_decisions,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_architecture_factor_cost_into_architectural_decisions.html,performing-architecture,Medium
perf_monitor_instances_post_launch_establish_kpi,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_monitor_instances_post_launch_establish_kpi.html,monitor-instances-post-launch,High
ops_observability_application_telemetry,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_observability_application_telemetry.html,observability,High
cost_decomissioning_resources_decomm_automated,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_decomissioning_resources_decomm_automated.html,decomissioning-resources,Medium
cost_manage_demand_resources_cost_analysis,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_manage_demand_resources_cost_analysis.html,manage-demand-resources,High
sec_securely_operate_control_objectives,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_control_objectives.html,securely-operate,High
perf_performing_architecture_load_test,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_performing_architecture_load_test.html,performing-architecture,Medium
ops_dev_integ_conf_mgmt_sys,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_conf_mgmt_sys.html,dev-integ,Medium
perf_select_compute_use_metrics,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_compute_use_metrics.html,select-compute,Medium
sus_sus_user_a3,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_user_a3.html,sus_user,Low
sec_identities_groups_attributes,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_identities_groups_attributes.html,identities,Medium
cost_cloud_financial_management_partnership,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_cloud_financial_management_partnership.html,cloud-financial-management,High
sec_protect_data_transit_encrypt,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_data_transit_encrypt.html,protect-data-transit,High
ops_priorities_manage_risk_benefit,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_priorities_manage_risk_benefit.html,priorities,Low
rel_withstand_component_failures_static_stability,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_withstand_component_failures_static_stability.html,withstand-component-failures,Medium
ops_evolve_ops_share_lessons_learned,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_share_lessons_learned.html,evolve-ops,Low
perf_performing_architecture_evaluate_resources,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_performing_architecture_evaluate_resources.html,performing-architecture,Medium
cost_monitor_usage_allocate_outcome,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_monitor_usage_allocate_outcome.html,monitor-usage,Medium
rel_tracking_change_management_functional_testing,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_tracking_change_management_functional_testing.html,tracking-change-management,High
perf_select_compute_collect_metrics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_compute_collect_metrics.html,select-compute,High
ops_operations_health_learn_ops_usage_patterns,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_learn_ops_usage_patterns.html,operations-health,Low
ops_workload_health_biz_level_view_workload,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_workload_health_biz_level_view_workload.html,workload-health,Medium
rel_tracking_change_management_planned_changemgmt,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_tracking_change_management_planned_changemgmt.html,tracking-change-management,High
ops_mit_deploy_risks_auto_testing_and_rollback,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_mit_deploy_risks_auto_testing_and_rollback.html,mit-deploy-risks,Low
rel_testing_resiliency_test_functional,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_testing_resiliency_test_functional.html,testing-resiliency,High
rel_manage_service_limits_aware_quotas_and_constraints,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_manage_service_limits_aware_quotas_and_constraints.html,manage-service-limits,High
sus_sus_data_a2,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_data_a2.html,sus_data,Medium
cost_cloud_financial_management_function,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_cloud_financial_management_function.html,cloud-financial-management,High
rel_testing_resiliency_game_days_resiliency,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_testing_resiliency_game_days_resiliency.html,testing-resiliency,Medium
cost_evaluate_cost_effort_automations_operations,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_evaluate_cost_effort_automations_operations.html,evaluate-cost-effort,Low
ops_priorities_governance_reqs,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_priorities_governance_reqs.html,priorities,High
sus_sus_user_a7,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_user_a7.html,sus_user,Low
ops_operations_health_collect_analyze_ops_metrics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_collect_analyze_ops_metrics.html,operations-health,Medium
sec_securely_operate_implement_services_features,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_implement_services_features.html,securely-operate,Medium
cost_pricing_model_master_analysis,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_pricing_model_master_analysis.html,pricing-model,Low
ops_ops_model_know_my_job,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ops_model_know_my_job.html,ops-model,High
sec_appsec_perform_regular_penetration_testing,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_appsec_perform_regular_penetration_testing.html,application-security,High
ops_org_culture_executive_sponsor,Low,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_org_culture_executive_sponsor.html,org-culture,High
cost_evaluate_new_services_review_workload,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_evaluate_new_services_review_workload.html,evaluate-new-services,Medium
rel_adapt_to_changes_autoscale_adapt,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_adapt_to_changes_autoscale_adapt.html,adapt-to-changes,High
rel_adapt_to_changes_load_tested_adapt,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_adapt_to_changes_load_tested_adapt.html,adapt-to-changes,Medium
perf_networking_choose_appropriate_dedicated_connectivity_or_vpn,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_networking_choose_appropriate_dedicated_connectivity_or_vpn.html,networking,High
sec_appsec_manual_code_reviews,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_appsec_manual_code_reviews.html,application-security,Medium
rel_planning_network_topology_ip_subnet_allocation,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_network_topology_ip_subnet_allocation.html,planning-network-topology,Medium
cost_data_transfer_optimized_components,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_data_transfer_optimized_components.html,data-transfer,Medium
rel_service_architecture_api_contracts,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_service_architecture_api_contracts.html,service-architecture,Low
cost_decomissioning_resources_implement_process,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_decomissioning_resources_implement_process.html,decomissioning-resources,High
sec_incident_response_pre_deploy_tools,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_pre_deploy_tools.html,incident-response,Medium
rel_testing_resiliency_test_non_functional,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_testing_resiliency_test_non_functional.html,testing-resiliency,High
sus_sus_user_a6,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_user_a6.html,sus_user,Low
rel_fault_isolation_select_location,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_fault_isolation_select_location.html,fault-isolation,Low
cost_monitor_usage_define_attribution,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_monitor_usage_define_attribution.html,monitor-usage,High
sus_sus_software_a4,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_software_a4.html,sus_software,Medium
perf_compute_hardware_collect_compute_related_metrics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_compute_hardware_collect_compute_related_metrics.html,compute-hardware,High
perf_right_storage_solution_understand_char,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_right_storage_solution_understand_char.html,right-storage-solution,High
perf_architecture_use_benchmarking,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_architecture_use_benchmarking.html,performing-architecture,Medium
rel_mitigate_interaction_failure_stateless,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_mitigate_interaction_failure_stateless.html,mitigate-interaction-failure,Medium
sec_data_classification_identify_data,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_data_classification_identify_data.html,data-classification,High
rel_withstand_component_failures_service_level_agreements,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_withstand_component_failures_service_level_agreements.html,withstand-component-failures,Medium
perf_networking_understand_how_networking_impacts_performance,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_networking_understand_how_networking_impacts_performance.html,networking,High
rel_planning_for_recovery_disaster_recovery,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_for_recovery_disaster_recovery.html,planning-for-recovery,High
ops_workload_health_learn_workload_usage_patterns,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_workload_health_learn_workload_usage_patterns.html,workload-health,Medium
rel_manage_service_limits_monitor_manage_limits,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_manage_service_limits_monitor_manage_limits.html,manage-service-limits,Medium
sec_permissions_emergency_process,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_permissions_emergency_process.html,permissions,Low
rel_planning_network_topology_prefer_hub_and_spoke,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_network_topology_prefer_hub_and_spoke.html,planning-network-topology,Medium
perf_data_implement_strategies_to_improve_query_performance,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_data_implement_strategies_to_improve_query_performance.html,data-management,Medium
perf_compute_hardware_configure_and_right_size_compute_resources,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_compute_hardware_configure_and_right_size_compute_resources.html,compute-hardware,Medium
cost_cloud_financial_management_cost_awareness,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_cloud_financial_management_cost_awareness.html,cloud-financial-management,High
sec_protect_compute_vulnerability_management,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_compute_vulnerability_management.html,protect-compute,High
perf_monitor_instances_post_launch_review_metrics,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_monitor_instances_post_launch_review_metrics.html,monitor-instances-post-launch,Medium
ops_workload_health_workload_outcome_alerts,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_workload_health_workload_outcome_alerts.html,workload-health,High
perf_data_evaluate_configuration_options_data_store,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_data_evaluate_configuration_options_data_store.html,data-management,Medium
ops_evolve_ops_process_cont_imp,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_process_cont_imp.html,evolve-ops,High
perf_tradeoffs_performance_design_patterns,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_tradeoffs_performance_design_patterns.html,tradeoffs-performance,Medium
cost_cloud_financial_management_quantify_value,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_cloud_financial_management_quantify_value.html,cloud-financial-management,Medium
sec_permissions_least_privileges,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_permissions_least_privileges.html,permissions,High
sec_permissions_continuous_reduction,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_permissions_continuous_reduction.html,permissions,Low
cost_data_transfer_implement_services,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_data_transfer_implement_services.html,data-transfer,Medium
ops_operations_health_define_ops_kpis,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_operations_health_define_ops_kpis.html,operations-health,Medium
ops_evolve_ops_knowledge_management,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_knowledge_management.html,evolve-ops,High
rel_monitor_aws_resources_notification_monitor,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_monitor_aws_resources_notification_monitor.html,monitor-aws-resources,High
perf_monitor_instances_post_launch_generate_alarms,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_monitor_instances_post_launch_generate_alarms.html,monitor-instances-post-launch,Medium
cost_decomissioning_resources_decommission,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_decomissioning_resources_decommission.html,decomissioning-resources,Low
ops_dev_integ_test_val_chg,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_test_val_chg.html,dev-integ,High
ops_event_response_process_per_alert,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_event_response_process_per_alert.html,event-response,High
sec_incident_response_run_game_days,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_run_game_days.html,incident-response,Medium
ops_ready_to_support_const_orr,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ready_to_support_const_orr.html,ready-to-support,High
ops_event_response_prioritize_events,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_event_response_prioritize_events.html,event-response,Medium
rel_tracking_change_management_immutable_infrastructure,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_tracking_change_management_immutable_infrastructure.html,tracking-change-management,Medium
ops_ops_model_def_resource_owners,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ops_model_def_resource_owners.html,ops-model,High
perf_performing_architecture_use_policies,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_performing_architecture_use_policies.html,performing-architecture,Low
ops_telemetry_application_telemetry,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_telemetry_application_telemetry.html,telemetry,High
ops_ready_to_support_enable_support_plans,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ready_to_support_enable_support_plans.html,ready-to-support,Low
